ts_code,symbol,name
002584.SZ,002584,西陇科学
002585.SZ,002585,双星新材
002587.SZ,002587,奥拓电子
002588.SZ,002588,史丹利
002589.SZ,002589,瑞康医药
002590.SZ,002590,万安科技
002591.SZ,002591,恒大高新
002593.SZ,002593,日上集团
002594.SZ,002594,比亚迪
002595.SZ,002595,豪迈科技
002596.SZ,002596,海南瑞泽
002597.SZ,002597,金禾实业
002598.SZ,002598,山东章鼓
002599.SZ,002599,盛通股份
002600.SZ,002600,领益智造
002601.SZ,002601,龙蟒佰利
002602.SZ,002602,世纪华通
002603.SZ,002603,以岭药业
002605.SZ,002605,姚记科技
002607.SZ,002607,中公教育
002608.SZ,002608,江苏国信
002609.SZ,002609,捷顺科技
002610.SZ,002610,爱康科技
002611.SZ,002611,东方精工
002612.SZ,002612,朗姿股份
002613.SZ,002613,北玻股份
002614.SZ,002614,奥佳华
002615.SZ,002615,哈尔斯
002616.SZ,002616,长青集团
002617.SZ,002617,露笑科技
002618.SZ,002618,丹邦科技
002619.SZ,002619,艾格拉斯
002620.SZ,002620,瑞和股份
002621.SZ,002621,美吉姆
002622.SZ,002622,融钰集团
002623.SZ,002623,亚玛顿
002624.SZ,002624,完美世界
002625.SZ,002625,光启技术
002626.SZ,002626,金达威
002627.SZ,002627,宜昌交运
002628.SZ,002628,成都路桥
002630.SZ,002630,华西能源
002631.SZ,002631,德尔未来
002632.SZ,002632,道明光学
002634.SZ,002634,棒杰股份
002635.SZ,002635,安洁科技
002636.SZ,002636,金安国纪
002637.SZ,002637,赞宇科技
002640.SZ,002640,跨境通
002641.SZ,002641,永高股份
002643.SZ,002643,万润股份
002644.SZ,002644,佛慈制药
002645.SZ,002645,华宏科技
002648.SZ,002648,卫星石化
002649.SZ,002649,博彦科技
002651.SZ,002651,利君股份
002652.SZ,002652,扬子新材
002653.SZ,002653,海思科
002654.SZ,002654,万润科技
002658.SZ,002658,雪迪龙
002659.SZ,002659,凯文教育
002660.SZ,002660,茂硕电源
002661.SZ,002661,克明面业
002662.SZ,002662,京威股份
002663.SZ,002663,普邦股份
002664.SZ,002664,长鹰信质
002666.SZ,002666,德联集团
002667.SZ,002667,鞍重股份
002668.SZ,002668,奥马电器
002669.SZ,002669,康达新材
002671.SZ,002671,龙泉股份
002672.SZ,002672,东江环保
002673.SZ,002673,西部证券
002674.SZ,002674,兴业科技
002675.SZ,002675,东诚药业
002677.SZ,002677,浙江美大
002678.SZ,002678,珠江钢琴
002679.SZ,002679,福建金森
002682.SZ,002682,龙洲股份
002683.SZ,002683,宏大爆破
002685.SZ,002685,华东重机
002686.SZ,002686,亿利达
002687.SZ,002687,乔治白
002688.SZ,002688,金河生物
002690.SZ,002690,美亚光电
002691.SZ,002691,冀凯股份
002694.SZ,002694,顾地科技
002695.SZ,002695,煌上煌
002696.SZ,002696,百洋股份
002697.SZ,002697,红旗连锁
002698.SZ,002698,博实股份
002701.SZ,002701,奥瑞金
002702.SZ,002702,海欣食品
002705.SZ,002705,新宝股份
002706.SZ,002706,良信股份
002707.SZ,002707,众信旅游
002708.SZ,002708,光洋股份
002709.SZ,002709,天赐材料
002712.SZ,002712,思美传媒
002713.SZ,002713,东易日盛
002714.SZ,002714,牧原股份
002715.SZ,002715,登云股份
002717.SZ,002717,岭南股份
002718.SZ,002718,友邦吊顶
002721.SZ,002721,金一文化
002722.SZ,002722,金轮股份
002724.SZ,002724,海洋王
002725.SZ,002725,跃岭股份
002726.SZ,002726,龙大肉食
002727.SZ,002727,一心堂
002728.SZ,002728,特一药业
002729.SZ,002729,好利来
002730.SZ,002730,电光科技
002731.SZ,002731,萃华珠宝
002732.SZ,002732,燕塘乳业
002733.SZ,002733,雄韬股份
002734.SZ,002734,利民股份
002735.SZ,002735,王子新材
002736.SZ,002736,国信证券
002737.SZ,002737,葵花药业
002738.SZ,002738,中矿资源
002739.SZ,002739,万达电影
002740.SZ,002740,爱迪尔
002741.SZ,002741,光华科技
002742.SZ,002742,三圣股份
002743.SZ,002743,富煌钢构
002745.SZ,002745,木林森
002746.SZ,002746,仙坛股份
002747.SZ,002747,埃斯顿
002748.SZ,002748,世龙实业
002749.SZ,002749,国光股份
002750.SZ,002750,龙津药业
002751.SZ,002751,易尚展示
002752.SZ,002752,昇兴股份
002753.SZ,002753,永东股份
002755.SZ,002755,奥赛康
002756.SZ,002756,永兴材料
002757.SZ,002757,南兴股份
002758.SZ,002758,华通医药
002761.SZ,002761,多喜爱
002762.SZ,002762,金发拉比
002763.SZ,002763,汇洁股份
002765.SZ,002765,蓝黛科技
002767.SZ,002767,先锋电子
002768.SZ,002768,国恩股份
002769.SZ,002769,普路通
002771.SZ,002771,真视通
002772.SZ,002772,众兴菌业
002773.SZ,002773,康弘药业
002775.SZ,002775,文科园林
002776.SZ,002776,柏堡龙
002777.SZ,002777,久远银海
002778.SZ,002778,高科石化
002779.SZ,002779,中坚科技
002781.SZ,002781,奇信股份
002782.SZ,002782,可立克
002783.SZ,002783,凯龙股份
002786.SZ,002786,银宝山新
002787.SZ,002787,华源控股
002788.SZ,002788,鹭燕医药
002789.SZ,002789,建艺集团
002790.SZ,002790,瑞尔特
002791.SZ,002791,坚朗五金
002792.SZ,002792,通宇通讯
002793.SZ,002793,罗欣药业
002795.SZ,002795,永和智控
002796.SZ,002796,世嘉科技
002797.SZ,002797,第一创业
002798.SZ,002798,帝欧家居
002799.SZ,002799,环球印务
002800.SZ,002800,天顺股份
002801.SZ,002801,微光股份
002802.SZ,002802,洪汇新材
002803.SZ,002803,吉宏股份
002805.SZ,002805,丰元股份
002806.SZ,002806,华锋股份
002807.SZ,002807,江阴银行
002808.SZ,002808,恒久科技
002809.SZ,002809,红墙股份
002810.SZ,002810,山东赫达
002811.SZ,002811,郑中设计
002812.SZ,002812,恩捷股份
002815.SZ,002815,崇达技术
002816.SZ,002816,和科达
002817.SZ,002817,黄山胶囊
002818.SZ,002818,富森美
002819.SZ,002819,东方中科
002820.SZ,002820,桂发祥
002821.SZ,002821,凯莱英
002822.SZ,002822,中装建设
002823.SZ,002823,凯中精密
002825.SZ,002825,纳尔股份
002826.SZ,002826,易明医药
002827.SZ,002827,高争民爆
002828.SZ,002828,贝肯能源
002829.SZ,002829,星网宇达
002830.SZ,002830,名雕股份
002831.SZ,002831,裕同科技
002832.SZ,002832,比音勒芬
002833.SZ,002833,弘亚数控
002836.SZ,002836,新宏泽
002837.SZ,002837,英维克
300001.SZ,300001,特锐德
300003.SZ,300003,乐普医疗
300006.SZ,300006,莱美药业
300007.SZ,300007,汉威科技
300009.SZ,300009,安科生物
300010.SZ,300010,豆神教育
300011.SZ,300011,鼎汉技术
300012.SZ,300012,华测检测
300013.SZ,300013,新宁物流
300014.SZ,300014,亿纬锂能
300015.SZ,300015,爱尔眼科
300016.SZ,300016,北陆药业
300017.SZ,300017,网宿科技
300018.SZ,300018,中元股份
300019.SZ,300019,硅宝科技
300020.SZ,300020,银江股份
300021.SZ,300021,大禹节水
300024.SZ,300024,机器人
300026.SZ,300026,红日药业
300027.SZ,300027,华谊兄弟
300031.SZ,300031,宝通科技
300033.SZ,300033,同花顺
300034.SZ,300034,钢研高纳
300035.SZ,300035,中科电气
300036.SZ,300036,超图软件
300037.SZ,300037,新宙邦
300038.SZ,300038,数知科技
300039.SZ,300039,上海凯宝
300040.SZ,300040,九洲集团
300041.SZ,300041,回天新材
300042.SZ,300042,朗科科技
300043.SZ,300043,星辉娱乐
300044.SZ,300044,赛为智能
300045.SZ,300045,华力创通
300046.SZ,300046,台基股份
300047.SZ,300047,天源迪科
300048.SZ,300048,合康新能
300049.SZ,300049,福瑞股份
300050.SZ,300050,世纪鼎利
300051.SZ,300051,三五互联
300052.SZ,300052,中青宝
300053.SZ,300053,欧比特
300054.SZ,300054,鼎龙股份
300055.SZ,300055,万邦达
300056.SZ,300056,中创环保
300057.SZ,300057,万顺新材
300058.SZ,300058,蓝色光标
300059.SZ,300059,东方财富
300061.SZ,300061,旗天科技
300065.SZ,300065,海兰信
300066.SZ,300066,三川智慧
300067.SZ,300067,安诺其
300068.SZ,300068,南都电源
300070.SZ,300070,碧水源
300072.SZ,300072,三聚环保
300073.SZ,300073,当升科技
300074.SZ,300074,华平股份
300075.SZ,300075,数字政通
300078.SZ,300078,思创医惠
300079.SZ,300079,数码科技
300081.SZ,300081,恒信东方
300082.SZ,300082,奥克股份
300085.SZ,300085,银之杰
300086.SZ,300086,康芝药业
300087.SZ,300087,荃银高科
300088.SZ,300088,长信科技
300089.SZ,300089,文化长城
300091.SZ,300091,金通灵
300092.SZ,300092,科新机电
300093.SZ,300093,金刚玻璃
300094.SZ,300094,国联水产
300095.SZ,300095,华伍股份
300096.SZ,300096,易联众
300097.SZ,300097,智云股份
300098.SZ,300098,高新兴
300100.SZ,300100,双林股份
300101.SZ,300101,振芯科技
300102.SZ,300102,乾照光电
300103.SZ,300103,达刚控股
300105.SZ,300105,龙源技术
300107.SZ,300107,建新股份
300108.SZ,300108,吉药控股
300109.SZ,300109,新开源
300110.SZ,300110,华仁药业
300112.SZ,300112,万讯自控
300113.SZ,300113,顺网科技
300114.SZ,300114,中航电测
300115.SZ,300115,长盈精密
300117.SZ,300117,嘉寓股份
300118.SZ,300118,东方日升
300119.SZ,300119,瑞普生物
300120.SZ,300120,经纬辉开
300121.SZ,300121,阳谷华泰
300122.SZ,300122,智飞生物
300123.SZ,300123,亚光科技
300124.SZ,300124,汇川技术
300127.SZ,300127,银河磁体
300128.SZ,300128,锦富技术
300129.SZ,300129,泰胜风能
300130.SZ,300130,新国都
300131.SZ,300131,英唐智控
300132.SZ,300132,青松股份
300133.SZ,300133,华策影视
300135.SZ,300135,宝利国际
300136.SZ,300136,信维通信
300137.SZ,300137,先河环保
300138.SZ,300138,晨光生物
300139.SZ,300139,晓程科技
300140.SZ,300140,中环装备
300142.SZ,300142,沃森生物
300143.SZ,300143,盈康生命
300144.SZ,300144,宋城演艺
300145.SZ,300145,中金环境
300146.SZ,300146,汤臣倍健
300147.SZ,300147,香雪制药
300148.SZ,300148,天舟文化
300149.SZ,300149,睿智医药
300150.SZ,300150,世纪瑞尔
300151.SZ,300151,昌红科技
300153.SZ,300153,科泰电源
300154.SZ,300154,瑞凌股份
300155.SZ,300155,安居宝
300158.SZ,300158,振东制药
300159.SZ,300159,新研股份
300160.SZ,300160,秀强股份
300162.SZ,300162,雷曼光电
300164.SZ,300164,通源石油
300165.SZ,300165,天瑞仪器
300166.SZ,300166,东方国信
300168.SZ,300168,万达信息
300170.SZ,300170,汉得信息
300171.SZ,300171,东富龙
300172.SZ,300172,中电环保
300173.SZ,300173,福能东方
300174.SZ,300174,元力股份
300175.SZ,300175,朗源股份
300176.SZ,300176,派生科技
300177.SZ,300177,中海达
300178.SZ,300178,腾邦国际
300179.SZ,300179,四方达
300180.SZ,300180,华峰超纤
300181.SZ,300181,佐力药业
300182.SZ,300182,捷成股份
300183.SZ,300183,东软载波
300184.SZ,300184,力源信息
300185.SZ,300185,通裕重工
300187.SZ,300187,永清环保
300188.SZ,300188,美亚柏科
300189.SZ,300189,神农科技
300190.SZ,300190,维尔利
300191.SZ,300191,潜能恒信
300192.SZ,300192,科斯伍德
300193.SZ,300193,佳士科技
300194.SZ,300194,福安药业
300195.SZ,300195,长荣股份
300196.SZ,300196,长海股份
300197.SZ,300197,铁汉生态
300198.SZ,300198,纳川股份
300199.SZ,300199,翰宇药业
300200.SZ,300200,高盟新材
300201.SZ,300201,海伦哲
300202.SZ,300202,聚龙股份
300203.SZ,300203,聚光科技
300204.SZ,300204,舒泰神
300205.SZ,300205,天喻信息
300206.SZ,300206,理邦仪器
300207.SZ,300207,欣旺达
300208.SZ,300208,青岛中程
300209.SZ,300209,天泽信息
300210.SZ,300210,森远股份
300211.SZ,300211,亿通科技
300212.SZ,300212,易华录
300213.SZ,300213,佳讯飞鸿
300214.SZ,300214,日科化学
300215.SZ,300215,电科院
300217.SZ,300217,东方电热
300219.SZ,300219,鸿利智汇
300221.SZ,300221,银禧科技
300222.SZ,300222,科大智能
300223.SZ,300223,北京君正
300224.SZ,300224,正海磁材
300225.SZ,300225,金力泰
300226.SZ,300226,上海钢联
300227.SZ,300227,光韵达
300229.SZ,300229,拓尔思
300230.SZ,300230,永利股份
300231.SZ,300231,银信科技
300232.SZ,300232,洲明科技
300233.SZ,300233,金城医药
300234.SZ,300234,开尔新材
300235.SZ,300235,方直科技
300236.SZ,300236,上海新阳
300237.SZ,300237,美晨生态
300238.SZ,300238,冠昊生物
300239.SZ,300239,东宝生物
300240.SZ,300240,飞力达
300241.SZ,300241,瑞丰光电
300242.SZ,300242,佳云科技
300243.SZ,300243,瑞丰高材
300244.SZ,300244,迪安诊断
300245.SZ,300245,天玑科技
300246.SZ,300246,宝莱特
300247.SZ,300247,融捷健康
300248.SZ,300248,新开普
300249.SZ,300249,依米康
300250.SZ,300250,初灵信息
300251.SZ,300251,光线传媒
300252.SZ,300252,金信诺
300253.SZ,300253,卫宁健康
300254.SZ,300254,仟源医药
300255.SZ,300255,常山药业
300256.SZ,300256,星星科技
300257.SZ,300257,开山股份
300258.SZ,300258,精锻科技
300259.SZ,300259,新天科技
300260.SZ,300260,新莱应材
300261.SZ,300261,雅本化学
300262.SZ,300262,巴安水务
300263.SZ,300263,隆华科技
300265.SZ,300265,通光线缆
300267.SZ,300267,尔康制药
300268.SZ,300268,佳沃股份
300271.SZ,300271,华宇软件
300272.SZ,300272,开能健康
300273.SZ,300273,和佳医疗
300274.SZ,300274,阳光电源
300275.SZ,300275,梅安森
300276.SZ,300276,三丰智能
300277.SZ,300277,海联讯
300280.SZ,300280,紫天科技
300281.SZ,300281,金明精机
300282.SZ,300282,三盛教育
300283.SZ,300283,温州宏丰
300284.SZ,300284,苏交科
300285.SZ,300285,国瓷材料
300286.SZ,300286,安科瑞
300287.SZ,300287,飞利信
300288.SZ,300288,朗玛信息
300289.SZ,300289,利德曼
300290.SZ,300290,荣科科技
300292.SZ,300292,吴通控股
300293.SZ,300293,蓝英装备
300294.SZ,300294,博雅生物
300295.SZ,300295,三六五网
300296.SZ,300296,利亚德
300297.SZ,300297,蓝盾股份
300298.SZ,300298,三诺生物
300300.SZ,300300,海峡创新
300301.SZ,300301,长方集团
300302.SZ,300302,同有科技
300303.SZ,300303,聚飞光电
300304.SZ,300304,云意电气
300305.SZ,300305,裕兴股份
300306.SZ,300306,远方信息
300307.SZ,300307,慈星股份
300308.SZ,300308,中际旭创
300309.SZ,300309,吉艾科技
300311.SZ,300311,任子行
300314.SZ,300314,戴维医疗
300315.SZ,300315,掌趣科技
300316.SZ,300316,晶盛机电
300317.SZ,300317,珈伟新能
300318.SZ,300318,博晖创新
300320.SZ,300320,海达股份
300321.SZ,300321,同大股份
300322.SZ,300322,硕贝德
300323.SZ,300323,华灿光电
300324.SZ,300324,旋极信息
300325.SZ,300325,德威新材
300326.SZ,300326,凯利泰
300327.SZ,300327,中颖电子
300328.SZ,300328,宜安科技
300329.SZ,300329,海伦钢琴
300331.SZ,300331,苏大维格
300332.SZ,300332,天壕环境
300333.SZ,300333,兆日科技
300335.SZ,300335,迪森股份
300336.SZ,300336,新文化
300337.SZ,300337,银邦股份
300338.SZ,300338,开元股份
300339.SZ,300339,润和软件
300340.SZ,300340,科恒股份
300341.SZ,300341,麦克奥迪
300342.SZ,300342,天银机电
300343.SZ,300343,联创股份
300344.SZ,300344,太空智造
300346.SZ,300346,南大光电
300347.SZ,300347,泰格医药
300348.SZ,300348,长亮科技
300349.SZ,300349,金卡智能
300350.SZ,300350,华鹏飞
300351.SZ,300351,永贵电器
300352.SZ,300352,北信源
300353.SZ,300353,东土科技
300354.SZ,300354,东华测试
300355.SZ,300355,蒙草生态
300357.SZ,300357,我武生物
300358.SZ,300358,楚天科技
300359.SZ,300359,全通教育
300360.SZ,300360,炬华科技
300363.SZ,300363,博腾股份
300364.SZ,300364,中文在线
300365.SZ,300365,恒华科技
300366.SZ,300366,创意信息
300370.SZ,300370,安控科技
300371.SZ,300371,汇中股份
300373.SZ,300373,扬杰科技
300374.SZ,300374,中铁装配
300375.SZ,300375,鹏翎股份
300376.SZ,300376,易事特
300377.SZ,300377,赢时胜
300378.SZ,300378,鼎捷软件
300380.SZ,300380,安硕信息
300381.SZ,300381,溢多利
300382.SZ,300382,斯莱克
300383.SZ,300383,光环新网
300384.SZ,300384,三联虹普
300385.SZ,300385,雪浪环境
300386.SZ,300386,飞天诚信
300387.SZ,300387,富邦股份
300388.SZ,300388,国祯环保
300389.SZ,300389,艾比森
300390.SZ,300390,天华超净
300391.SZ,300391,康跃科技
300393.SZ,300393,中来股份
300394.SZ,300394,天孚通信
300395.SZ,300395,菲利华
300396.SZ,300396,迪瑞医疗
300398.SZ,300398,飞凯材料
300400.SZ,300400,劲拓股份
300401.SZ,300401,花园生物
300402.SZ,300402,宝色股份
300403.SZ,300403,汉宇集团
300405.SZ,300405,科隆股份
300406.SZ,300406,九强生物
300407.SZ,300407,凯发电气
300408.SZ,300408,三环集团
300409.SZ,300409,道氏技术
300410.SZ,300410,正业科技
300411.SZ,300411,金盾股份
300412.SZ,300412,迦南科技
300413.SZ,300413,芒果超媒
300414.SZ,300414,中光防雷
300415.SZ,300415,伊之密
300416.SZ,300416,苏试试验
300417.SZ,300417,南华仪器
300418.SZ,300418,昆仑万维
300419.SZ,300419,浩丰科技
300420.SZ,300420,五洋停车
300421.SZ,300421,力星股份
300422.SZ,300422,博世科
300423.SZ,300423,昇辉科技
300424.SZ,300424,航新科技
300425.SZ,300425,中建环能
300426.SZ,300426,唐德影视
300427.SZ,300427,红相股份
300428.SZ,300428,四通新材
300429.SZ,300429,强力新材
300430.SZ,300430,诚益通
300432.SZ,300432,富临精工
300433.SZ,300433,蓝思科技
300434.SZ,300434,金石亚药
300435.SZ,300435,中泰股份
300436.SZ,300436,广生堂
300437.SZ,300437,清水源
300438.SZ,300438,鹏辉能源
300439.SZ,300439,美康生物
300440.SZ,300440,运达科技
300441.SZ,300441,鲍斯股份
300443.SZ,300443,金雷股份
300444.SZ,300444,双杰电气
300445.SZ,300445,康斯特
300447.SZ,300447,全信股份
300448.SZ,300448,浩云科技
300449.SZ,300449,汉邦高科
300450.SZ,300450,先导智能
300451.SZ,300451,创业慧康
300452.SZ,300452,山河药辅
300453.SZ,300453,三鑫医疗
300455.SZ,300455,康拓红外
300456.SZ,300456,赛微电子
300457.SZ,300457,赢合科技
300458.SZ,300458,全志科技
300459.SZ,300459,金科文化
300460.SZ,300460,惠伦晶体
300461.SZ,300461,田中精机
300462.SZ,300462,华铭智能
300463.SZ,300463,迈克生物
300465.SZ,300465,高伟达
300466.SZ,300466,赛摩智能
300467.SZ,300467,迅游科技
300468.SZ,300468,四方精创
300469.SZ,300469,信息发展
300470.SZ,300470,中密控股
300472.SZ,300472,新元科技
300473.SZ,300473,德尔股份
300474.SZ,300474,景嘉微
300475.SZ,300475,聚隆科技
300476.SZ,300476,胜宏科技
300477.SZ,300477,合纵科技
300478.SZ,300478,杭州高新
300479.SZ,300479,神思电子
300480.SZ,300480,光力科技
300481.SZ,300481,濮阳惠成
300482.SZ,300482,万孚生物
300483.SZ,300483,沃施股份
300484.SZ,300484,蓝海华腾
300485.SZ,300485,赛升药业
300486.SZ,300486,东杰智能
300487.SZ,300487,蓝晓科技
300488.SZ,300488,恒锋工具
300489.SZ,300489,中飞股份
300490.SZ,300490,华自科技
300491.SZ,300491,通合科技
300492.SZ,300492,华图山鼎
300493.SZ,300493,润欣科技
300494.SZ,300494,盛天网络
300495.SZ,300495,美尚生态
300496.SZ,300496,中科创达
300497.SZ,300497,富祥药业
300498.SZ,300498,温氏股份
300499.SZ,300499,高澜股份
300500.SZ,300500,启迪设计
300501.SZ,300501,海顺新材
300502.SZ,300502,新易盛
300503.SZ,300503,昊志机电
300505.SZ,300505,川金诺
300506.SZ,300506,名家汇
300507.SZ,300507,苏奥传感
300508.SZ,300508,维宏股份
300509.SZ,300509,新美星
300510.SZ,300510,金冠股份
300511.SZ,300511,雪榕生物
300512.SZ,300512,中亚股份
300513.SZ,300513,恒实科技
300515.SZ,300515,三德科技
300516.SZ,300516,久之洋
300517.SZ,300517,海波重科
300518.SZ,300518,盛讯达
300519.SZ,300519,新光药业
300520.SZ,300520,科大国创
300521.SZ,300521,爱司凯
300522.SZ,300522,世名科技
300523.SZ,300523,辰安科技
300525.SZ,300525,博思软件
300526.SZ,300526,中潜股份
300527.SZ,300527,中船应急
300528.SZ,300528,幸福蓝海
300529.SZ,300529,健帆生物
300530.SZ,300530,达志科技
300531.SZ,300531,优博讯
300532.SZ,300532,今天国际
300533.SZ,300533,冰川网络
300534.SZ,300534,陇神戎发
300535.SZ,300535,达威股份
300536.SZ,300536,农尚环境
300537.SZ,300537,广信材料
300538.SZ,300538,同益股份
300539.SZ,300539,横河模具
300540.SZ,300540,深冷股份
300541.SZ,300541,先进数通
300542.SZ,300542,新晨科技
300543.SZ,300543,朗科智能
300545.SZ,300545,联得装备
300546.SZ,300546,雄帝科技
300547.SZ,300547,川环科技
300548.SZ,300548,博创科技
300549.SZ,300549,优德精密
300550.SZ,300550,和仁科技
300551.SZ,300551,古鳌科技
300552.SZ,300552,万集科技
300553.SZ,300553,集智股份
300555.SZ,300555,路通视信
300556.SZ,300556,丝路视觉
300558.SZ,300558,贝达药业
300559.SZ,300559,佳发教育
300560.SZ,300560,中富通
300561.SZ,300561,汇金科技
300562.SZ,300562,乐心医疗
300563.SZ,300563,神宇股份
300565.SZ,300565,科信技术
300566.SZ,300566,激智科技
300567.SZ,300567,精测电子
300568.SZ,300568,星源材质
300569.SZ,300569,天能重工
300570.SZ,300570,太辰光
300571.SZ,300571,平治信息
300572.SZ,300572,安车检测
300573.SZ,300573,兴齐眼药
300575.SZ,300575,中旗股份
300576.SZ,300576,容大感光
300577.SZ,300577,开润股份
300579.SZ,300579,数字认证
300581.SZ,300581,晨曦航空
300582.SZ,300582,英飞特
300585.SZ,300585,奥联电子
600000.SH,600000,浦发银行
600004.SH,600004,白云机场
600006.SH,600006,东风汽车
600007.SH,600007,中国国贸
600008.SH,600008,首创股份
600009.SH,600009,上海机场
600010.SH,600010,包钢股份
600011.SH,600011,华能国际
600012.SH,600012,皖通高速
600015.SH,600015,华夏银行
600016.SH,600016,民生银行
600017.SH,600017,日照港
600018.SH,600018,上港集团
600019.SH,600019,宝钢股份
600020.SH,600020,中原高速
600021.SH,600021,上海电力
600022.SH,600022,山东钢铁
600023.SH,600023,浙能电力
600026.SH,600026,中远海能
600027.SH,600027,华电国际
600028.SH,600028,中国石化
600029.SH,600029,南方航空
600030.SH,600030,中信证券
600031.SH,600031,三一重工
600033.SH,600033,福建高速
600035.SH,600035,楚天高速
600036.SH,600036,招商银行
600037.SH,600037,歌华有线
600038.SH,600038,中直股份
600039.SH,600039,四川路桥
600048.SH,600048,保利地产
600050.SH,600050,中国联通
600051.SH,600051,宁波联合
600052.SH,600052,浙江广厦
600053.SH,600053,九鼎投资
600054.SH,600054,黄山旅游
600055.SH,600055,万东医疗
600056.SH,600056,中国医药
600057.SH,600057,厦门象屿
600059.SH,600059,古越龙山
600060.SH,600060,海信视像
600061.SH,600061,国投资本
600062.SH,600062,华润双鹤
600063.SH,600063,皖维高新
600064.SH,600064,南京高科
600066.SH,600066,宇通客车
600067.SH,600067,冠城大通
600068.SH,600068,葛洲坝
600070.SH,600070,浙江富润
600071.SH,600071,凤凰光学
600072.SH,600072,中船科技
600073.SH,600073,上海梅林
600075.SH,600075,新疆天业
600076.SH,600076,康欣新材
600077.SH,600077,宋都股份
600078.SH,600078,澄星股份
600079.SH,600079,人福医药
600081.SH,600081,东风科技
600082.SH,600082,海泰发展
600085.SH,600085,同仁堂
600088.SH,600088,中视传媒
600089.SH,600089,特变电工
600093.SH,600093,易见股份
600094.SH,600094,大名城
600095.SH,600095,湘财股份
600096.SH,600096,云天化
600097.SH,600097,开创国际
600098.SH,600098,广州发展
600100.SH,600100,同方股份
600101.SH,600101,明星电力
600103.SH,600103,青山纸业
600104.SH,600104,上汽集团
600105.SH,600105,永鼎股份
600106.SH,600106,重庆路桥
600107.SH,600107,美尔雅
600108.SH,600108,亚盛集团
600109.SH,600109,国金证券
600110.SH,600110,诺德股份
600111.SH,600111,北方稀土
600113.SH,600113,浙江东日
600114.SH,600114,东睦股份
600115.SH,600115,东方航空
600116.SH,600116,三峡水利
600118.SH,600118,中国卫星
600120.SH,600120,浙江东方
600121.SH,600121,郑州煤电
600123.SH,600123,兰花科创
600125.SH,600125,铁龙物流
600126.SH,600126,杭钢股份
600129.SH,600129,太极集团
600131.SH,600131,国网信通
600132.SH,600132,重庆啤酒
600133.SH,600133,东湖高新
600135.SH,600135,乐凯胶片
600136.SH,600136,当代文体
600137.SH,600137,浪莎股份
600138.SH,600138,中青旅
600141.SH,600141,兴发集团
600143.SH,600143,金发科技
600148.SH,600148,长春一东
600152.SH,600152,维科技术
600153.SH,600153,建发股份
600155.SH,600155,华创阳安
600158.SH,600158,中体产业
600159.SH,600159,大龙地产
600160.SH,600160,巨化股份
600161.SH,600161,天坛生物
600162.SH,600162,香江控股
600163.SH,600163,中闽能源
600165.SH,600165,新日恒力
600167.SH,600167,联美控股
600168.SH,600168,武汉控股
600169.SH,600169,太原重工
600170.SH,600170,上海建工
600171.SH,600171,上海贝岭
600172.SH,600172,黄河旋风
600173.SH,600173,卧龙地产
600176.SH,600176,中国巨石
600178.SH,600178,东安动力
600180.SH,600180,瑞茂通
600182.SH,600182,S佳通
600183.SH,600183,生益科技
600184.SH,600184,光电股份
600185.SH,600185,格力地产
600187.SH,600187,国中水务
600188.SH,600188,兖州煤业
600189.SH,600189,泉阳泉
600190.SH,600190,锦州港
600192.SH,600192,长城电工
600195.SH,600195,中牧股份
600196.SH,600196,复星医药
600197.SH,600197,伊力特
600199.SH,600199,金种子酒
600200.SH,600200,江苏吴中
600201.SH,600201,生物股份
600206.SH,600206,有研新材
600208.SH,600208,新湖中宝
600210.SH,600210,紫江企业
600211.SH,600211,西藏药业
